Dataset,Group,Model,Category,TNNT-Category,Entity,COR,INC,PAR,SPU,MIS,IGN
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","The EU",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","this expeditionary fighter squadron",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Horizontal Symbol Rate",0,0,0,1,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the so - called caliphate",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the ISIL ' s War Committee",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Mosul Dam",0,0,0,1,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Royal Jordanian Air",0,0,1,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","our Coalition partners",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","UNSC",1,0,0,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","refugees",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the business",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","SDF forces",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","three women and three children",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","group of other people",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","a common enemy",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Al Qa",0,0,0,1,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","State Board",0,0,1,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","ISIL",1,0,0,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","their local governments",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","ISIL terrorists",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","15 civilians",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","his family ' s shops",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","foreign and defense ministers",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","UN High Commissioner",0,0,1,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","State Kerry",0,0,0,1,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Sheikh Abu Omar",0,0,0,1,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","ARW",0,0,1,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","this barbaric group",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","terrorist organisation",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Syrian children",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the Iraqi population",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the local forces",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","General Hassan",0,0,0,1,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the group",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","journalists",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the Syria Recovery Trust Fund",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the civilian workforce",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Secret Library",0,0,1,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","senior regional government officials",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","foreign militias",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","The group",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Züblin",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","ANG Airmen",0,0,1,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","HMS",0,0,0,1,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Syrian universities",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","The UN",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Shia",0,0,1,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","soldiers",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","partner forces",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Israel",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the people of Iraq",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","The Coalition",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Federal",0,0,1,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","allies",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","an ISIL tactical unit",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Islamic State",1,0,0,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","The SDF",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","medical workers",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the Syrian parties",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","students",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","they",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","BAGHDAD",0,1,0,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","reporters",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","other Coalition forces",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","civil society",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","our allies and friends",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Black Book",0,0,0,1,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","UK",1,0,0,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the fighters",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the victims",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the UN",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the families of the victims",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","UN Special Envoy",0,0,1,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Radio 4",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Brussels Conference",0,0,1,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the aid convoy",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","60 civilians",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","government and pro - Assad forces",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Near East",0,0,0,1,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","defense ministers",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","our forces",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","University",0,0,1,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","AEG",0,0,1,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","UK Special",0,0,1,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Treasury Department",0,0,1,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","UK France",0,0,1,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","UN human rights staff",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the perpetrators",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","unit",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Iraqi forces",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Tal Afar",0,1,0,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the SBAH",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Red Sea",0,0,0,1,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Minsk",0,0,0,1,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","National Symphony Orchestra",0,0,1,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","FS Forbin",0,1,0,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","The UK Government",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Islamic",0,0,1,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the terrorists associated with ISIL",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the camp ’ s residents",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Counter",0,0,1,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Canada",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Coalition partners",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Amnesty International",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the U.S. - led coalition",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","local people",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","organisations",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the Iraqi mission",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the SRTF",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","shabiha militias",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Defense Department",0,0,1,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Electronic Army",0,0,1,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Coalition advisers",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","UAV",0,1,0,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","emergency first responders",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","allies and partners",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Security Council",0,0,1,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","their Hezbollah allies",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","U.S. forces",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","SNCOs",0,0,0,1,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the people of Mosul",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","The World Bank",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","other partners",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","residents of Mosul",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","tactical units",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","UN",1,0,0,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","his family",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","all Iraqi leaders",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Senior Advisor",0,0,0,1,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","DoD",1,0,0,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Doura",0,0,1,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","its communities",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Australia",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","The U.S.",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Commodore Andrew Burns",0,1,0,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","children and women",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","They",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","SRTF",1,0,0,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Amphibious Task Group",0,0,1,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","AQI",1,0,0,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","State Department",1,0,0,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","The victims",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","regional and international nations",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","200 others",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Karim ' s own family",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","The jihadist group",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the regime",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","enemy forces",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","U.S. officials",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Tuloul Naser",0,0,0,1,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Hospital",0,1,0,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Ramadi Barrage",0,0,0,1,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Westminster International University",1,0,0,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Hezbollah movement",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","UNGA",1,0,0,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Euphrates River Valley",0,0,0,1,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","ISF",0,0,1,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","MEK Resettlement",0,0,0,1,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","IS",1,0,0,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Democratic",0,0,1,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the U.S. military",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Department",0,0,1,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the coalition",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","SDF",1,0,0,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Pittsburgh Steelers",1,0,0,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","subject matter experts",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","International Syria Support Group",0,0,1,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Soldiers",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","COI",0,0,1,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","his friends",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Royal",0,0,1,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","ordinary citizens",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","all international forces",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","both parties",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Syrian Government",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Syrian refugees",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the regional parties",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Kurmanji",0,1,0,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","their",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","CT",0,0,1,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the coalition troops",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","human rights staff",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Foreign Ministers",0,0,1,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the family and friends",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Al Bu Nimr",0,0,1,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Government of Iraq",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","those who opted to remain",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Asad",0,1,0,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Belgium",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the Assad regime",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","nine members",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","The Iraqi military",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the heroes",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","USS Hopper",0,1,0,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","thousands of fighters",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","young poets",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","The Israeli government",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Syrian state media",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the family ' s clothing business",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Witnesses",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the Iraqi people",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","camp residents",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","CJTF - OIR",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","service members",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Samarra Barrage",0,1,0,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the Australian Government",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","United Arab Emirates",1,0,0,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the others",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","IS fighters",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","militias like Hezbollah",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","The two men",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Mosul University",0,1,0,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the Coalition",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","mortar team",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the 158th Fighter Wing",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Iraqi security forces",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Assad ’ s brutal regime",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","these terrorists",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","The army",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","world leaders",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Combined Joint Forces Land",0,0,1,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","International Monetary Fund",0,0,1,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the command",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Combined Joint Task Force",1,0,0,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the Governments of Iraq",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","senior U.S. military officials",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","former Iraqi police officers",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Iraqi television",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","people of Iraq",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Our two countries",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","MRI",0,0,0,1,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the army",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Noncommissioned officers",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","those who have been killed and injured",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","media",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Tigris",0,0,0,1,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","The command",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","untrained teachers",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","other residents",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","these people",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","CTF",0,0,1,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Some Iraqis",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","their allies",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Associated Press",0,0,1,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","USCENTCOM",1,0,0,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Central Command",0,0,1,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the Iraqi insurgency",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Islamist",0,1,0,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the Syrian people",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the founders",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Geneva Communique",0,0,0,1,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","ISIL forces",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","myTV",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","FCO",0,0,0,1,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Noorsat",1,0,0,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","ISIL fighters",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the CJTF",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Hamrin Mountains",0,0,0,1,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Coalition",1,0,0,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Defense Ash",0,0,0,1,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","patients",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","all parties",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the Coalition military",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the Government of Iraq",0,0,0,0,1,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","Diyala Province",0,1,0,0,0,0
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation","the EU",0,0,0,0,1,0
