Dataset,Group,Model,Category,TNNT-Category,Entity,COR,INC,PAR,SPU,MIS,IGN
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Equipment",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Worksoft",1,0,0,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Bizexperss",0,0,0,0,1,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Agent and / or Lenders ' Lien",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Controller of Borrower",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Issuer and the Company",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Bonds",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Accepted Loan Servicing Practices",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Charles E. Brinley",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Vringo Israel Ltd",0,0,1,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Bet Shemesh",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Shanghai Solutions",1,0,0,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","The Wall Street Journal",1,0,0,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Grant of Security Interest",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Bing Yu Tel",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Board of Arbitration",0,0,1,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Borrower and Agent and / or Lenders",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Bondholders",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Agent and Agent",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Credit Extensions",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Lender and Borrower Company",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Mobile Equipment",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Government Compliance",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Immeuble Les Caryatides",0,1,0,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Bank , Bank",0,0,1,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Debit of Accounts",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Ltd",0,0,1,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Lille",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Capital Contribution",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Airland International Limited Bizexpress Limited",0,0,0,0,1,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Pollution Control Equipment",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Holders",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Commonwealth of Massachusetts",0,1,0,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Federal Reserve Board of Governors",1,0,0,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","HKIAC",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Treasury",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Gold Hill",1,0,0,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Master Venture",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","UNION BANK OF CALIFORNIA",0,0,1,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Commonwealth of Virginia",0,1,0,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","PIM Ashford Venture I",0,0,1,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Wachovia Bank",1,0,0,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","PIM",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Servicer",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","LLP",0,0,1,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Company in China",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Permitted Liens",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Succursale en France",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Affiliate of Borrower",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Agent and / or Lenders",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Douglas S. Lambell",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Lane",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","UCC Financing Statement",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Agent of Borrower",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Party",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Parent Company Guaranty",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","People s Republic of China",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Insolvency Proceedings",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Management Fee",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","All Inventory",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Moody ' s Investors Service , Inc",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Master Venture Agreement of Servicer",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","PRISA III Fund LP",0,0,1,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Financed Equipment",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Project and the Bonds",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Remarketing Agent",1,0,0,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","VP Telecopier",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Partner of the Company",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Account Debtor",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Agent '",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Servicer and the Holders",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Bank and Borrower",0,0,1,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Term Loan",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","SILICON VALLEY BANK",1,0,0,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Unassigned Rights to the Trustee",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Indenture",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","District of Columbia",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Bank Expenses",0,0,1,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Company",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Pension Benefit Guaranty Corporation",1,0,0,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Evergreen Solar Inc",1,0,0,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Shi Rongbin",0,1,0,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Agent or Agent",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Bizexpress",1,0,0,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","New Equipment",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Maintain Confidentiality The Parties",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","British Virgin Islands",0,1,0,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Hong Kong International Arbitration Center",1,0,0,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Borrower ' s Board",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Collateral",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Chen Shuning",0,1,0,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","A. S .",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","PRISA III REIT Operating LP",0,0,1,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Lenders ' Liens",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","INC",0,0,1,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Assigns",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Control Stations",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Related Party",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Bond",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Acts of Assembly of 1952 of the Commonwealth of Virginia",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","VRINGO",1,0,0,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Affiliates",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Party and such Party",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Engage",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Crocs , Inc",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Chief Financial Officer",1,0,0,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Assignment or the Lease",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Creditors",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Article 4",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Century Yard",0,1,0,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Project",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","PENINSULA PORTS AUTHORITY OF VIRGINIA",0,0,1,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Each Party",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Registered Organization",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Issuer",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Lender and Agent",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","AFFILIATE",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Responsible Officers",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Agent , Lenders",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Borrower Equity Interest",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Parties",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Codan Trust Company Cayman Limited",0,0,1,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Articles or Divisions of the Code",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","S. C. Sec.",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Servicer Default",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","PRISA III Fund PIM",0,0,1,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Affiliates of the Person",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Riemer Braunstein LLP",0,0,1,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Responsible Officer",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Lender and Borrower",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Eligible Equipment",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Acquisitions",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Federal Fair Labor Standards Act",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Silicium de Provence",1,0,0,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Lenders",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Board of Governors of the Federal Reserve System",1,0,0,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Renminbi",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","SILICIUM DE PROVENCE",1,0,0,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","The Borrower",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","L. P. "" Gold Hill",0,0,1,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","United States Bankruptcy Code",0,0,1,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","All Equipment",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Change in Control",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Lenovo - AsiaInfo Technologies",0,0,0,0,1,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Agent , Lenders and Borrower",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Corps of Engineers",0,0,0,0,1,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Piers",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","EVERGREEN SOLAR , INC",1,0,0,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","RMB",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Securities and Exchange Commission",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Lenders for Borrower",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Investor",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Lenders and / or Agent",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","C. Bank",0,0,1,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Stipulated Loan Values",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Affiliate of Ashford",0,0,1,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Issuer of the Bonds",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Indenture or the Bonds",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Ashford Hospitality Servicing LLC",1,0,0,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Indenture of Trust",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Loan Documents",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Nancy E",0,1,0,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Subsidiary",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Yigal Allon Blvd Bet Shemesh",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Lenovo Security Technology Ltd",1,0,0,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Legal Department",0,0,0,0,1,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Zhongdian Information Tower",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Lender",0,1,0,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Pricewaterhouse Coopers",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","PRISA III Fund GP",0,0,1,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","PRISA III OP GP",0,0,1,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Bank the Revolving Note",0,0,1,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Collateral Account",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","4th Floor",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","LLC",1,0,0,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Permitted Investments",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","The Lender",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Ashford Hospitality Finance LP",1,0,0,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Operation of Project",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","National Association",1,0,0,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Pittston Coal Terminal Corporation",1,0,0,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Borrower for Agent and Lenders",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","An Equipment Advance",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Bank",1,0,0,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Union Bank of California",0,0,1,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Marine Facilities",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Lenders and Agent",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","CSX",1,0,0,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Richard G. Page",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Ashford",1,0,0,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Subsidiaries",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Union Bank of California NA",0,0,1,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Fifth Supplemental Lease",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Airland International Limited",1,0,0,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Lender of this Agreement",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Permitted Lien",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","ABA",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","PRISA III Investments",0,0,1,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Partners",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Account Debtors",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Agent ' s and Lenders ' Subsidiaries or Affiliates",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Investor and Ashford",0,0,1,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","VRINGO , INC",0,0,1,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Lease",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","State and Federal",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Borrower Related Party",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","EVERGREEN SOLAR , INC .",0,0,1,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Ashford Venture I LLC",1,0,0,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","OneCLE Business Contracts",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Good Standing and Qualification It",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Center",0,0,0,0,1,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Commodity Account",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Agent and Lenders",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","SILICIUM DE PROVENCE S",0,0,0,0,1,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Event of Default",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","1992 Bonds",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","DOCSTART",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Akamai Technologies , Inc",0,0,1,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Permitted Liens and Permitted Investments",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Hong Kong Special Administrative Region",0,1,0,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Commonwealth",0,1,0,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Opinion of Tax Counsel",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Board of Directors",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Crocs Inc",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Douglas S. Lambell Douglas S. Lambell",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","B. Borrower",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Shanghai Solutions Software Co .",0,0,1,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Each Holder",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Other Documents",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","vringo",0,0,0,0,1,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","GOLD HILL",0,0,1,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Perfection Certificate",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Standard Poor",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Regulation U",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Airland",1,0,0,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Key Person",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","PRC",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Borrower and Bank",0,0,1,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Holder",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Silicium de Provence SAS",1,0,0,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Monarch Park Place Niwot",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Subsidiaries in Investments",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Governing Law and Resolution of Disputes",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","The Issuer",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Board",0,0,1,0,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","The Project",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Communication",0,0,0,1,0,0
"SEC_Filings","ss4","flair_fast_model","ORG","tnnt:Organisation","Vringo , Inc",0,0,1,0,0,0
